Url;Size;YardSize;Price;District;Floor;TotalFloors;Type;BuildingType;Year
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163490092826173&slink=7ycm0c&f1=4;60;0;79348;град София, Овча купел;2;6;2-СТАЕН;Тухла;2022
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164986401876376&slink=7ycm0c&f1=4;60;0;84434;град София, Овча купел;2;6;2-СТАЕН;Тухла;2023
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164440049411528&slink=7ycm0c&f1=5;60;0;85600;град София, Овча купел;3;7;2-СТАЕН;Тухла;2023
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164924736198319&slink=7ycm0c&f1=5;60;0;102000;град София, Овча купел;2;3;2-СТАЕН;Тухла;2014
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164847131878641&slink=7ycm0c&f1=5;60;0;102000;град София, Овча купел;2;4;2-СТАЕН;Тухла;2015
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b165089656964159&slink=7ycm0c&f1=5;60;0;110000;град София, Овча купел;2;4;2-СТАЕН;Тухла;2016
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164735419512347&slink=7ycm0c&f1=5;60;0;110000;град София, Овча купел;2;4;2-СТАЕН;Тухла;2014
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164942211142594&slink=7ycm0c&f1=5;60;0;110000;град София, Овча купел;2;4;2-СТАЕН;Тухла;2014
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164320426930331&slink=7ycm0c&f1=5;60;0;112000;град София, Овча купел;2;3;2-СТАЕН;Тухла;2014
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163843679642684&slink=7ycm0c&f1=5;60;0;0;град София, Овча купел;7;10;2-СТАЕН;Тухла;2021
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164925536874058&slink=7ycm0c&f1=5;60;0;119990;град София, Овча купел 1;1;6;2-СТАЕН;Тухла;2010
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164855766142771&slink=7ycm0c&f1=5;60;0;119990;град София, Овча купел 1;1;5;2-СТАЕН;Тухла;2010
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164813232793089&slink=7ycm0c&f1=5;60;0;119999;град София, Овча купел 1;1;5;2-СТАЕН;Тухла;2010
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164794366145322&slink=7ycm0c&f1=5;60;0;67126;град София, Овча купел 2;2;7;2-СТАЕН;Тухла;2023
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164560168751760&slink=7ycm0c&f1=5;60;0;87990;град София, Овча купел 2;6;7;2-СТАЕН;Тухла;2024
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164905863228607&slink=7ycm0c&f1=5;60;0;78900;град София, Павлово;1;5;2-СТАЕН;Тухла;0
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164906848372162&slink=7ycm0c&f1=5;60;0;78977;град София, Павлово;1;5;2-СТАЕН;Тухла;2019
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163508553198541&slink=7ycm0c&f1=5;60;0;105000;град София, Павлово;5;5;2-СТАЕН;Тухла;0
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164663884240860&slink=7ycm0c&f1=5;60;0;109000;град София, Павлово;5;5;2-СТАЕН;Тухла;2001
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164993756791209&slink=7ycm0c&f1=5;60;0;95509;град София, Полигона;2;10;2-СТАЕН;Тухла;2024
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164371282070562&slink=7ycm0c&f1=5;60;0;95509;град София, Полигона;2;10;2-СТАЕН;Тухла;2023
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164139324986435&slink=7ycm0c&f1=5;60;0;95600;град София, Полигона;4;11;2-СТАЕН;Тухла;2023
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164993758956832&slink=7ycm0c&f1=5;60;0;95603;град София, Полигона;4;10;2-СТАЕН;Тухла;2024
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164993747825115&slink=7ycm0c&f1=5;60;0;95603;град София, Полигона;6;10;2-СТАЕН;Тухла;2024
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164241144544504&slink=7ycm0c&f1=5;60;0;95603;град София, Полигона;3;10;2-СТАЕН;Тухла;0
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164130582515145&slink=7ycm0c&f1=5;60;0;95603;град София, Полигона;6;10;2-СТАЕН;Тухла;2023
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164016670321360&slink=7ycm0c&f1=5;60;0;84800;град София, Редута;1;5;2-СТАЕН;Тухла;2008
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164864775947328&slink=7ycm0c&f1=5;60;0;160000;град София, Света Троица;3;8;2-СТАЕН;Панел;1982
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b165027661824118&slink=7ycm0c&f1=5;60;0;65990;град София, Свобода;6;6;2-СТАЕН;Панел;1960
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b165044851108518&slink=7ycm0c&f1=5;60;0;66000;град София, Свобода;6;6;2-СТАЕН;Панел;0
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b165028256777279&slink=7ycm0c&f1=5;60;0;66000;град София, Свобода;6;6;2-СТАЕН;Панел;1960
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b165026919141349&slink=7ycm0c&f1=5;60;0;66999;град София, Свобода;6;6;2-СТАЕН;Панел;1960
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b165028432036357&slink=7ycm0c&f1=5;60;0;67000;град София, Свобода;0;0;2-СТАЕН;Панел;1960
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164803603869444&slink=7ycm0c&f1=5;60;0;67000;град София, Свобода;1;6;2-СТАЕН;Панел;1980
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b165064800071837&slink=7ycm0c&f1=5;60;0;68000;град София, Свобода;6;6;2-СТАЕН;Панел;1970
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b165029634002796&slink=7ycm0c&f1=5;60;0;69000;град София, Свобода;6;6;2-СТАЕН;Панел;1960
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163784002692436&slink=7ycm0c&f1=5;60;0;102990;град София, Сердика;7;8;2-СТАЕН;Панел;1988
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163782998391767&slink=7ycm0c&f1=5;60;0;103000;град София, Сердика;7;8;2-СТАЕН;Панел;0
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164966202160989&slink=7ycm0c&f1=5;60;0;108000;град София, Сердика;8;8;2-СТАЕН;Панел;0
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b159419345701801&slink=7ycm0c&f1=5;60;0;71999;град София, Студентски град;0;0;2-СТАЕН;Тухла;2018
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b161253686509446&slink=7ycm0c&f1=5;60;0;83000;град София, Студентски град;7;13;2-СТАЕН;Тухла;2018
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163335381491565&slink=7ycm0c&f1=5;60;0;88000;град София, Студентски град;4;5;2-СТАЕН;Тухла;2021
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164612810948080&slink=7ycm0c&f1=6;60;0;96000;град София, Студентски град;2;5;2-СТАЕН;Тухла;2022
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160649279777807&slink=7ycm0c&f1=6;60;0;72000;град София, Сухата река;3;5;2-СТАЕН;Тухла;2022
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164951756366049&slink=7ycm0c&f1=6;60;0;73000;град София, Сухата река;1;3;2-СТАЕН;Тухла;1960
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b165027615918368&slink=7ycm0c&f1=6;60;0;95000;град София, Сухата река;2;4;2-СТАЕН;Панел;0
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b165055942473786&slink=7ycm0c&f1=6;60;0;155000;град София, Толстой;3;6;2-СТАЕН;Панел;1983
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164918645359445&slink=7ycm0c&f1=6;60;0;162000;град София, Толстой;3;6;2-СТАЕН;Панел;0
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b162375107489098&slink=7ycm0c&f1=6;60;0;79900;град София, Център;0;0;2-СТАЕН;Тухла;1931
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163430567558147&slink=7ycm0c&f1=6;60;0;118800;град София, Център;2;3;2-СТАЕН;Тухла;1950
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164892222644483&slink=7ycm0c&f1=6;60;0;120000;град София, Център;2;6;2-СТАЕН;Тухла;1994
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164725696510233&slink=7ycm0c&f1=6;60;0;125000;град София, Център;3;5;2-СТАЕН;Тухла;1968
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b165001684103549&slink=7ycm0c&f1=6;60;0;145000;град София, Център;5;7;2-СТАЕН;Тухла;2000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164571259220284&slink=7ycm0c&f1=6;60;0;150000;град София, Център;3;6;2-СТАЕН;Тухла;2022
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164623308165351&slink=7ycm0c&f1=6;60;0;154900;град София, Център;5;6;2-СТАЕН;Тухла;1956
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164847291272186&slink=7ycm0c&f1=6;60;0;155000;град София, Център;3;6;2-СТАЕН;Тухла;2022
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164986087351880&slink=7ycm0c&f1=6;60;0;174990;град София, Център;4;6;2-СТАЕН;Тухла;1958
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164873810394585&slink=7ycm0c&f1=6;60;0;175000;град София, Център;1;6;2-СТАЕН;Тухла;1956
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164881621786048&slink=7ycm0c&f1=6;60;0;175000;град София, Център;1;4;2-СТАЕН;Тухла;1956
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164207783819038&slink=7ycm0c&f1=6;60;0;180000;град София, Център;3;7;2-СТАЕН;Тухла;2022
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164450776456488&slink=7ycm0c&f1=6;60;0;183000;град София, Център;3;7;2-СТАЕН;Тухла;2000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163032713831661&slink=7ycm0c&f1=6;60;0;199000;град София, Център;4;6;2-СТАЕН;Тухла;1945
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163104068123011&slink=7ycm0c&f1=6;60;0;199000;град София, Център;4;6;2-СТАЕН;Тухла;1932
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164468918787790&slink=7ycm0c&f1=6;60;0;220000;град София, Център;1;4;2-СТАЕН;Тухла;1960
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164408469010883&slink=7ycm0c&f1=6;60;0;220000;град София, Център;1;4;2-СТАЕН;Тухла;1950
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164701401194107&slink=7ycm0c&f1=6;60;0;235000;град София, Център;5;9;2-СТАЕН;Тухла;1996
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b128111261241883&slink=7ycm0c&f1=6;60;0;175000;град София, Яворов;1;4;2-СТАЕН;Тухла;1930
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164267451094060&slink=7ycm0c&f1=6;60;0;105000;град София, Горна баня;1;4;3-СТАЕН;Тухла;1968
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164847556641253&slink=7ycm0c&f1=6;60;0;160000;град София, Захарна фабрика;3;8;3-СТАЕН;Панел;1983
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164622432022971&slink=7ycm0c&f1=6;60;0;110000;град София, Зона Б-18;3;4;3-СТАЕН;Тухла;1908
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164725582940554&slink=7ycm0c&f1=6;60;0;125000;град София, Зона Б-18;3;5;3-СТАЕН;Тухла;1968
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163033390068244&slink=7ycm0c&f1=6;60;0;209000;град София, Лозенец;2;5;3-СТАЕН;Тухла;2000
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164640728868942&slink=7ycm0c&f1=6;60;0;149999;град София, Надежда 2;1;1;3-СТАЕН;Тухла;0
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164846977711708&slink=7ycm0c&f1=6;60;0;160000;град София, Света Троица;3;8;3-СТАЕН;Панел;1983
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163550071982879&slink=7ycm0c&f1=6;60;0;110000;град София, Център;3;4;3-СТАЕН;Тухла;0
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163852521116379&slink=7ycm0c&f1=6;60;0;112000;град София, Център;2;4;3-СТАЕН;Тухла;1908
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163673013949349&slink=7ycm0c&f1=6;60;0;113990;град София, Център;3;4;3-СТАЕН;Тухла;0
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164380882956656&slink=7ycm0c&f1=6;60;0;120000;град София, Център;3;5;3-СТАЕН;Тухла;1967
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c164725668278236&slink=7ycm0c&f1=6;60;0;125000;град София, Център;3;5;3-СТАЕН;Тухла;1968
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1f158634629612266&slink=7ycm0c&f1=6;60;0;0;град София, Ботунец;1;4;МЕЗОНЕТ;Тухла;1973
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1h163308020628251&slink=7ycm0c&f1=6;60;0;86170;град София, Кръстова вада;4;14;АТЕЛИЕ, ТАВАН;Тухла;2023
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164760689286830&slink=7ycm4p&f1=1;61;0;81999;град София, Бъкстон;3;8;2-СТАЕН;Тухла;2024
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164923638526247&slink=7ycm4p&f1=1;61;0;107000;град София, Бъкстон;6;8;2-СТАЕН;Панел;1986
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163586633469034&slink=7ycm4p&f1=1;61;0;87914;град София, Кръстова вада;2;6;2-СТАЕН;Тухла;2024
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164378767327930&slink=7ycm4p&f1=1;61;0;81400;град София, Левски В;5;6;2-СТАЕН;Тухла;2024
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164986201800365&slink=7ycm4p&f1=1;61;0;86436;град София, Малинова долина;6;6;2-СТАЕН;Тухла;0
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b165035434839737&slink=7ycm4p&f1=1;61;0;138000;град София, Манастирски ливади;5;6;2-СТАЕН;Тухла;2018
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164923492245190&slink=7ycm4p&f1=1;61;0;144000;град София, Младост 3;5;8;2-СТАЕН;Панел;1980
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164853952336547&slink=7ycm4p&f1=1;61;0;90000;град София, Разсадника;4;7;2-СТАЕН;Панел;1979
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163783052897374&slink=7ycm4p&f1=1;61;0;121300;град София, Фондови жилища;2;9;3-СТАЕН;Панел;0
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164494497800599&slink=7ycm4p&f1=1;61;0;129900;град София, Витоша;2;4;2-СТАЕН;Тухла;0
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164320715755340&slink=7ycm4p&f1=1;61;0;83436;град София, Дружба 1;1;5;2-СТАЕН;Тухла;2024
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163576973392870&slink=7ycm4p&f1=1;61;0;92070;град София, Дървеница;4;7;2-СТАЕН;Тухла;0
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b162824435254395&slink=7ycm4p&f1=1;61;0;133360;град София, Дървеница;9;9;2-СТАЕН;Тухла;2021
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164373436141806&slink=7ycm4p&f1=1;61;0;85400;град София, Малинова долина;5;6;2-СТАЕН;Тухла;2023
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164692033327036&slink=7ycm4p&f1=1;61;0;120000;град София, Малинова долина;1;4;2-СТАЕН;Тухла;2019
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164933883892831&slink=7ycm4p&f1=1;61;0;120000;град София, Малинова долина;2;4;2-СТАЕН;Тухла;2020
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b162280326704068&slink=7ycm4p&f1=1;61;0;72960;град София, Младост 3;3;5;2-СТАЕН;Тухла;0
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b147125865927150&slink=7ycm4p&f1=1;61;0;76990;град София, Свобода;1;6;2-СТАЕН;Панел;1975
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a164787271245068&slink=7ycm4p&f1=1;61;0;79092;град София, Студентски град;1;6;1-СТАЕН;Тухла;2021
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1a164372108914908&slink=7ycm4p&f1=1;61;0;79400;град София, Студентски град;1;5;1-СТАЕН;Тухла;2010
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b147756353912152&slink=7ycm4p&f1=1;61;0;81300;град София, Бояна;1;6;2-СТАЕН;Тухла;2021
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164622288969302&slink=7ycm4p&f1=1;61;0;82000;град София, Бъкстон;3;8;2-СТАЕН;Тухла;2024
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164623328004104&slink=7ycm4p&f1=1;61;0;82000;град София, Бъкстон;3;7;2-СТАЕН;Тухла;2024
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164631106941613&slink=7ycm4p&f1=1;61;0;91140;град София, Бъкстон;2;12;2-СТАЕН;Тухла;2024
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164665952183956&slink=7ycm4p&f1=1;61;0;91146;град София, Бъкстон;2;5;2-СТАЕН;Тухла;2023
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164638666468699&slink=7ycm4p&f1=1;61;0;92000;град София, Бъкстон;2;8;2-СТАЕН;Тухла;2022
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164855061672181&slink=7ycm4p&f1=1;61;0;109375;град София, Бъкстон;2;8;2-СТАЕН;Тухла;2024
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164761000267616&slink=7ycm4p&f1=1;61;0;109376;град София, Бъкстон;1;8;2-СТАЕН;Тухла;2024
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164693206464503&slink=7ycm4p&f1=1;61;0;110000;град София, Бъкстон;2;8;2-СТАЕН;Тухла;2025
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b161960344953638&slink=7ycm4p&f1=1;61;0;0;град София, Бъкстон;3;8;2-СТАЕН;Тухла;2024
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164795199493005&slink=7ycm4p&f1=1;61;0;80500;град София, Витоша;3;4;2-СТАЕН;Тухла;2023
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164449842758582&slink=7ycm4p&f1=1;61;0;80500;град София, Витоша;3;4;2-СТАЕН;Тухла;2023
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164215073832737&slink=7ycm4p&f1=1;61;0;97185;град София, Витоша;1;6;2-СТАЕН;Тухла;2022
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163819422452776&slink=7ycm4p&f1=1;61;0;97600;град София, Витоша;3;4;2-СТАЕН;Тухла;2022
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163733261344514&slink=7ycm4p&f1=1;61;0;97600;град София, Витоша;3;4;2-СТАЕН;Тухла;2022
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164208560508545&slink=7ycm4p&f1=1;61;0;102140;град София, Витоша;2;4;2-СТАЕН;Тухла;2023
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163343819861962&slink=7ycm4p&f1=1;61;0;66418;град София, Връбница 1;7;9;2-СТАЕН;Тухла;2023
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163948250966175&slink=7ycm4p&f1=1;61;0;67100;град София, Връбница 1;2;10;2-СТАЕН;Тухла;2022
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160432666624154&slink=7ycm4p&f1=1;61;0;72980;град София, Връбница 1;8;8;2-СТАЕН;Тухла;2024
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163429342224152&slink=7ycm4p&f1=1;61;0;97450;град София, Горна баня;2;5;2-СТАЕН;Тухла;0
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b162687934724318&slink=7ycm4p&f1=2;61;0;71736;град София, Горубляне;7;9;2-СТАЕН;Тухла;2018
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164665580184724&slink=7ycm4p&f1=2;61;0;151500;град София, Гоце Делчев;7;8;2-СТАЕН;Панел;0
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164924586130489&slink=7ycm4p&f1=2;61;0;97184;град София, Дианабад;1;6;2-СТАЕН;Тухла;2023
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b161491057416189&slink=7ycm4p&f1=2;61;0;71900;град София, Дружба 1;2;8;2-СТАЕН;Тухла;2023
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b160389471617301&slink=7ycm4p&f1=2;61;0;76300;град София, Дружба 2;1;8;2-СТАЕН;Тухла;0
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163576214976940&slink=7ycm4p&f1=2;61;0;84000;град София, Дружба 2;2;6;2-СТАЕН;Тухла;2023
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164691098697954&slink=7ycm4p&f1=2;61;0;88500;град София, Дружба 2;2;7;2-СТАЕН;Тухла;0
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163508550061317&slink=7ycm4p&f1=2;61;0;84360;град София, Дървеница;5;9;2-СТАЕН;Тухла;0
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164457268536192&slink=7ycm4p&f1=2;61;0;85000;град София, Зона Б-19;1;6;2-СТАЕН;Тухла;2021
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b165045507812974&slink=7ycm4p&f1=2;61;0;106750;град София, Изгрев;4;8;2-СТАЕН;Тухла;2022
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b157294181120037&slink=7ycm4p&f1=2;61;0;166835;град София, Изгрев;6;8;2-СТАЕН;Тухла;2023
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163723585621459&slink=7ycm4p&f1=2;61;0;84442;град София, Карпузица;1;3;2-СТАЕН;Тухла;2022
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163759331063051&slink=7ycm4p&f1=2;61;0;86982;град София, Карпузица;1;3;2-СТАЕН;Тухла;2022
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164398816398258&slink=7ycm4p&f1=2;61;0;89338;град София, Карпузица;1;3;2-СТАЕН;Тухла;2022
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164794425000167&slink=7ycm4p&f1=2;61;0;97400;град София, Карпузица;3;4;2-СТАЕН;Тухла;2021
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163422851064529&slink=7ycm4p&f1=2;61;0;97450;град София, Карпузица;2;5;2-СТАЕН;Тухла;0
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163333536419860&slink=7ycm4p&f1=2;61;0;102800;град София, Карпузица;4;4;2-СТАЕН;Тухла;2021
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163429240749280&slink=7ycm4p&f1=2;61;0;97450;град София, Княжево;2;5;2-СТАЕН;Тухла;0
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164915937154494&slink=7ycm4p&f1=2;61;0;90000;град София, Красна поляна 1;3;4;2-СТАЕН;Тухла;1961
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164934496795440&slink=7ycm4p&f1=2;61;0;91400;град София, Красна поляна 1;5;8;2-СТАЕН;Панел;1984
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b165028532515935&slink=7ycm4p&f1=2;61;0;84000;град София, Красна поляна 2;4;8;2-СТАЕН;Панел;0
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164934478240647&slink=7ycm4p&f1=2;61;0;91400;град София, Красна поляна 2;5;8;2-СТАЕН;Панел;1984
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164725828332887&slink=7ycm4p&f1=2;61;0;87947;град София, Кръстова вада;1;7;2-СТАЕН;Тухла;0
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163403257226044&slink=7ycm4p&f1=2;61;0;88087;град София, Кръстова вада;4;6;2-СТАЕН;Тухла;2023
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163896216042553&slink=7ycm4p&f1=2;61;0;88087;град София, Кръстова вада;2;6;2-СТАЕН;Тухла;2023
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163592230500698&slink=7ycm4p&f1=2;61;0;88247;град София, Кръстова вада;4;6;2-СТАЕН;Тухла;2024
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163586731736082&slink=7ycm4p&f1=2;61;0;88247;град София, Кръстова вада;3;6;2-СТАЕН;Тухла;2024
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163604974372865&slink=7ycm4p&f1=2;61;0;98415;град София, Кръстова вада;2;6;2-СТАЕН;Тухла;2023
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163663017274003&slink=7ycm4p&f1=2;61;0;98415;град София, Кръстова вада;4;5;2-СТАЕН;Тухла;2023
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163758891896374&slink=7ycm4p&f1=2;61;0;100000;град София, Кръстова вада;4;7;2-СТАЕН;Тухла;2023
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164907663448295&slink=7ycm4p&f1=2;61;0;100000;град София, Кръстова вада;4;6;2-СТАЕН;Тухла;0
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163524564159587&slink=7ycm4p&f1=2;61;0;100240;град София, Кръстова вада;4;6;2-СТАЕН;Тухла;2023
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b165026920624259&slink=7ycm4p&f1=2;61;0;139500;град София, Кръстова вада;2;8;2-СТАЕН;Тухла;2020
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164925422148504&slink=7ycm4p&f1=2;61;0;89900;град София, Левски В;3;10;2-СТАЕН;ЕПК;0
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b163238654896855&slink=7ycm4p&f1=2;61;0;89900;град София, Левски В;3;13;2-СТАЕН;ЕПК;0
https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b164544598261811&slink=7ycm4p&f1=2;61;0;90221;град София, Левски В;3;5;2-СТАЕН;Тухла;2022
